"","areaType","areaName","areaCode","date","age","VaccineRegisterPopulationByVaccinationDate","cumPeopleVaccinatedCompleteByVaccinationDate","newPeopleVaccinatedCompleteByVaccinationDate","cumPeopleVaccinatedFirstDoseByVaccinationDate","newPeopleVaccinatedFirstDoseByVaccinationDate","cumPeopleVaccinatedSecondDoseByVaccinationDate","newPeopleVaccinatedSecondDoseByVaccinationDate","cumVaccinationFirstDoseUptakeByVaccinationDatePercentage","cumVaccinationCompleteCoverageByVaccinationDatePercentage","cumVaccinationSecondDoseUptakeByVaccinationDatePercentage"
"238","nation","England","E92000001","2021-08-16","80_84",1427834,1341805,30,1365444,22,1341805,30,95.6,94,94
"239","nation","England","E92000001","2021-08-16","85_89",858022,804070,25,820518,11,804070,25,95.6,93.7,93.7
"240","nation","England","E92000001","2021-08-16","90+",474485,435728,5,446147,6,435728,5,94,91.8,91.8
"241","nation","England","E92000001","2021-08-15","18_24",5273255,1412664,32977,3328856,3676,1412664,32977,63.1,26.8,26.8
"242","nation","England","E92000001","2021-08-15","25_29",4474620,1635985,28470,2767893,2481,1635985,28470,61.9,36.6,36.6
"243","nation","England","E92000001","2021-08-15","30_34",4772251,2279191,17989,3093888,1793,2279191,17989,64.8,47.8,47.8
"244","nation","England","E92000001","2021-08-15","35_39",4525196,2619194,12657,3156420,1144,2619194,12657,69.8,57.9,57.9
"245","nation","England","E92000001","2021-08-15","40_44",4135655,2845075,3759,3131502,695,2845075,3759,75.7,68.8,68.8
"246","nation","England","E92000001","2021-08-15","45_49",4007808,3060059,2221,3266778,458,3060059,2221,81.5,76.4,76.4
"247","nation","England","E92000001","2021-08-15","50_54",4231060,3502297,803,3646532,261,3502297,803,86.2,82.8,82.8
"248","nation","England","E92000001","2021-08-15","55_59",4079586,3491312,582,3616218,185,3491312,582,88.6,85.6,85.6
"249","nation","England","E92000001","2021-08-15","60_64",3451083,3033849,307,3122609,113,3033849,307,90.5,87.9,87.9
"250","nation","England","E92000001","2021-08-15","65_69",2888878,2623101,148,2669072,52,2623101,148,92.4,90.8,90.8
"251","nation","England","E92000001","2021-08-15","70_74",2867074,2677096,65,2710544,22,2677096,65,94.5,93.4,93.4
"252","nation","England","E92000001","2021-08-15","75_79",2070353,1954836,52,1977819,12,1954836,52,95.5,94.4,94.4
"253","nation","England","E92000001","2021-08-15","80_84",1427834,1341775,23,1365422,4,1341775,23,95.6,94,94
"254","nation","England","E92000001","2021-08-15","85_89",858022,804045,9,820507,2,804045,9,95.6,93.7,93.7
"255","nation","England","E92000001","2021-08-15","90+",474485,435723,7,446141,4,435723,7,94,91.8,91.8
"256","nation","England","E92000001","2021-08-14","18_24",5273255,1379687,54016,3325180,6471,1379687,54016,63.1,26.2,26.2
"257","nation","England","E92000001","2021-08-14","25_29",4474620,1607515,48368,2765412,4240,1607515,48368,61.8,35.9,35.9
"258","nation","England","E92000001","2021-08-14","30_34",4772251,2261202,30972,3092095,3294,2261202,30972,64.8,47.4,47.4
"259","nation","England","E92000001","2021-08-14","35_39",4525196,2606537,23330,3155276,2240,2606537,23330,69.7,57.6,57.6
"260","nation","England","E92000001","2021-08-14","40_44",4135655,2841316,8350,3130807,1302,2841316,8350,75.7,68.7,68.7
"261","nation","England","E92000001","2021-08-14","45_49",4007808,3057838,4962,3266320,968,3057838,4962,81.5,76.3,76.3
"262","nation","England","E92000001","2021-08-14","50_54",4231060,3501494,1928,3646271,592,3501494,1928,86.2,82.8,82.8
"263","nation","England","E92000001","2021-08-14","55_59",4079586,3490730,1272,3616033,416,3490730,1272,88.6,85.6,85.6
"264","nation","England","E92000001","2021-08-14","60_64",3451083,3033542,690,3122496,234,3033542,690,90.5,87.9,87.9
"265","nation","England","E92000001","2021-08-14","65_69",2888878,2622953,374,2669020,103,2622953,374,92.4,90.8,90.8
"266","nation","England","E92000001","2021-08-14","70_74",2867074,2677031,198,2710522,69,2677031,198,94.5,93.4,93.4
"267","nation","England","E92000001","2021-08-14","75_79",2070353,1954784,106,1977807,30,1954784,106,95.5,94.4,94.4
"268","nation","England","E92000001","2021-08-14","80_84",1427834,1341752,61,1365418,20,1341752,61,95.6,94,94
"269","nation","England","E92000001","2021-08-14","85_89",858022,804036,30,820505,15,804036,30,95.6,93.7,93.7
"270","nation","England","E92000001","2021-08-14","90+",474485,435716,21,446137,4,435716,21,94,91.8,91.8
"271","nation","England","E92000001","2021-08-13","18_24",5273255,1325671,35115,3318709,5674,1325671,35115,62.9,25.1,25.1
"272","nation","England","E92000001","2021-08-13","25_29",4474620,1559147,42406,2761172,3806,1559147,42406,61.7,34.8,34.8
"273","nation","England","E92000001","2021-08-13","30_34",4772251,2230230,28266,3088801,2910,2230230,28266,64.7,46.7,46.7
"274","nation","England","E92000001","2021-08-13","35_39",4525196,2583207,22514,3153036,1982,2583207,22514,69.7,57.1,57.1
"275","nation","England","E92000001","2021-08-13","40_44",4135655,2832966,6526,3129505,1140,2832966,6526,75.7,68.5,68.5
"276","nation","England","E92000001","2021-08-13","45_49",4007808,3052876,3765,3265352,804,3052876,3765,81.5,76.2,76.2
"277","nation","England","E92000001","2021-08-13","50_54",4231060,3499566,1489,3645679,505,3499566,1489,86.2,82.7,82.7
"278","nation","England","E92000001","2021-08-13","55_59",4079586,3489458,964,3615617,356,3489458,964,88.6,85.5,85.5
"279","nation","England","E92000001","2021-08-13","60_64",3451083,3032852,562,3122262,228,3032852,562,90.5,87.9,87.9
"280","nation","England","E92000001","2021-08-13","65_69",2888878,2622579,297,2668917,128,2622579,297,92.4,90.8,90.8
"281","nation","England","E92000001","2021-08-13","70_74",2867074,2676833,165,2710453,60,2676833,165,94.5,93.4,93.4
"282","nation","England","E92000001","2021-08-13","75_79",2070353,1954678,90,1977777,33,1954678,90,95.5,94.4,94.4
"283","nation","England","E92000001","2021-08-13","80_84",1427834,1341691,63,1365398,18,1341691,63,95.6,94,94
"284","nation","England","E92000001","2021-08-13","85_89",858022,804006,46,820490,19,804006,46,95.6,93.7,93.7
"285","nation","England","E92000001","2021-08-13","90+",474485,435695,25,446133,6,435695,25,94,91.8,91.8
"286","nation","England","E92000001","2021-08-12","18_24",5273255,1290556,40835,3313035,6934,1290556,40835,62.8,24.5,24.5
"287","nation","England","E92000001","2021-08-12","25_29",4474620,1516741,48496,2757366,4353,1516741,48496,61.6,33.9,33.9
"288","nation","England","E92000001","2021-08-12","30_34",4772251,2201964,32699,3085891,3238,2201964,32699,64.7,46.1,46.1
"289","nation","England","E92000001","2021-08-12","35_39",4525196,2560693,25304,3151054,2236,2560693,25304,69.6,56.6,56.6
"290","nation","England","E92000001","2021-08-12","40_44",4135655,2826440,7224,3128365,1233,2826440,7224,75.6,68.3,68.3
"291","nation","England","E92000001","2021-08-12","45_49",4007808,3049111,4031,3264548,924,3049111,4031,81.5,76.1,76.1
"292","nation","England","E92000001","2021-08-12","50_54",4231060,3498077,1566,3645174,559,3498077,1566,86.2,82.7,82.7
"293","nation","England","E92000001","2021-08-12","55_59",4079586,3488494,1107,3615261,422,3488494,1107,88.6,85.5,85.5
"294","nation","England","E92000001","2021-08-12","60_64",3451083,3032290,620,3122034,267,3032290,620,90.5,87.9,87.9
"295","nation","England","E92000001","2021-08-12","65_69",2888878,2622282,347,2668789,167,2622282,347,92.4,90.8,90.8
"296","nation","England","E92000001","2021-08-12","70_74",2867074,2676668,214,2710393,93,2676668,214,94.5,93.4,93.4
"297","nation","England","E92000001","2021-08-12","75_79",2070353,1954588,119,1977744,49,1954588,119,95.5,94.4,94.4
"298","nation","England","E92000001","2021-08-12","80_84",1427834,1341628,83,1365380,31,1341628,83,95.6,94,94
"299","nation","England","E92000001","2021-08-12","85_89",858022,803960,38,820471,18,803960,38,95.6,93.7,93.7
"300","nation","England","E92000001","2021-08-12","90+",474485,435670,30,446127,9,435670,30,94,91.8,91.8
"301","nation","England","E92000001","2021-08-11","18_24",5273255,1249721,32400,3306101,6980,1249721,32400,62.7,23.7,23.7
"302","nation","England","E92000001","2021-08-11","25_29",4474620,1468245,43297,2753013,4326,1468245,43297,61.5,32.8,32.8
"303","nation","England","E92000001","2021-08-11","30_34",4772251,2169265,30755,3082653,3277,2169265,30755,64.6,45.5,45.5
"304","nation","England","E92000001","2021-08-11","35_39",4525196,2535389,22459,3148818,2217,2535389,22459,69.6,56,56
"305","nation","England","E92000001","2021-08-11","40_44",4135655,2819216,7392,3127132,1321,2819216,7392,75.6,68.2,68.2
"306","nation","England","E92000001","2021-08-11","45_49",4007808,3045080,4203,3263624,943,3045080,4203,81.4,76,76
"307","nation","England","E92000001","2021-08-11","50_54",4231060,3496511,1543,3644615,608,3496511,1543,86.1,82.6,82.6
"308","nation","England","E92000001","2021-08-11","55_59",4079586,3487387,1099,3614839,346,3487387,1099,88.6,85.5,85.5
"309","nation","England","E92000001","2021-08-11","60_64",3451083,3031670,609,3121767,240,3031670,609,90.5,87.8,87.8
"310","nation","England","E92000001","2021-08-11","65_69",2888878,2621935,329,2668622,122,2621935,329,92.4,90.8,90.8
"311","nation","England","E92000001","2021-08-11","70_74",2867074,2676454,200,2710300,68,2676454,200,94.5,93.4,93.4
"312","nation","England","E92000001","2021-08-11","75_79",2070353,1954469,126,1977695,44,1954469,126,95.5,94.4,94.4
"313","nation","England","E92000001","2021-08-11","80_84",1427834,1341545,85,1365349,30,1341545,85,95.6,94,94
"314","nation","England","E92000001","2021-08-11","85_89",858022,803922,43,820453,13,803922,43,95.6,93.7,93.7
"315","nation","England","E92000001","2021-08-11","90+",474485,435640,36,446118,6,435640,36,94,91.8,91.8
"316","nation","England","E92000001","2021-08-10","18_24",5273255,1217321,20373,3299121,6252,1217321,20373,62.6,23.1,23.1
"317","nation","England","E92000001","2021-08-10","25_29",4474620,1424948,37536,2748687,3942,1424948,37536,61.4,31.8,31.8
"318","nation","England","E92000001","2021-08-10","30_34",4772251,2138510,26860,3079376,3060,2138510,26860,64.5,44.8,44.8
"319","nation","England","E92000001","2021-08-10","35_39",4525196,2512930,19244,3146601,1988,2512930,19244,69.5,55.5,55.5
"320","nation","England","E92000001","2021-08-10","40_44",4135655,2811824,7189,3125811,1175,2811824,7189,75.6,68,68
"321","nation","England","E92000001","2021-08-10","45_49",4007808,3040877,3980,3262681,860,3040877,3980,81.4,75.9,75.9
"322","nation","England","E92000001","2021-08-10","50_54",4231060,3494968,1382,3644007,507,3494968,1382,86.1,82.6,82.6
"323","nation","England","E92000001","2021-08-10","55_59",4079586,3486288,947,3614493,351,3486288,947,88.6,85.5,85.5
"324","nation","England","E92000001","2021-08-10","60_64",3451083,3031061,581,3121527,213,3031061,581,90.5,87.8,87.8
"325","nation","England","E92000001","2021-08-10","65_69",2888878,2621606,300,2668500,123,2621606,300,92.4,90.7,90.7
"326","nation","England","E92000001","2021-08-10","70_74",2867074,2676254,185,2710232,98,2676254,185,94.5,93.3,93.3
"327","nation","England","E92000001","2021-08-10","75_79",2070353,1954343,114,1977651,39,1954343,114,95.5,94.4,94.4
"328","nation","England","E92000001","2021-08-10","80_84",1427834,1341460,77,1365319,19,1341460,77,95.6,94,94
"329","nation","England","E92000001","2021-08-10","85_89",858022,803879,38,820440,13,803879,38,95.6,93.7,93.7
"330","nation","England","E92000001","2021-08-10","90+",474485,435604,21,446112,8,435604,21,94,91.8,91.8
"331","nation","England","E92000001","2021-08-09","18_24",5273255,1196948,15283,3292869,5841,1196948,15283,62.4,22.7,22.7
"332","nation","England","E92000001","2021-08-09","25_29",4474620,1387412,33227,2744745,3613,1387412,33227,61.3,31,31
"333","nation","England","E92000001","2021-08-09","30_34",4772251,2111650,27267,3076316,2547,2111650,27267,64.5,44.2,44.2
"334","nation","England","E92000001","2021-08-09","35_39",4525196,2493686,17708,3144613,1785,2493686,17708,69.5,55.1,55.1
"335","nation","England","E92000001","2021-08-09","40_44",4135655,2804635,8060,3124636,1032,2804635,8060,75.6,67.8,67.8
"336","nation","England","E92000001","2021-08-09","45_49",4007808,3036897,4190,3261821,678,3036897,4190,81.4,75.8,75.8
"337","nation","England","E92000001","2021-08-09","50_54",4231060,3493586,1288,3643500,445,3493586,1288,86.1,82.6,82.6
"338","nation","England","E92000001","2021-08-09","55_59",4079586,3485341,944,3614142,287,3485341,944,88.6,85.4,85.4
"339","nation","England","E92000001","2021-08-09","60_64",3451083,3030480,486,3121314,163,3030480,486,90.4,87.8,87.8
"340","nation","England","E92000001","2021-08-09","65_69",2888878,2621306,272,2668377,89,2621306,272,92.4,90.7,90.7
"341","nation","England","E92000001","2021-08-09","70_74",2867074,2676069,155,2710134,47,2676069,155,94.5,93.3,93.3
"342","nation","England","E92000001","2021-08-09","75_79",2070353,1954229,100,1977612,36,1954229,100,95.5,94.4,94.4
"343","nation","England","E92000001","2021-08-09","80_84",1427834,1341383,51,1365300,24,1341383,51,95.6,93.9,93.9
"344","nation","England","E92000001","2021-08-09","85_89",858022,803841,25,820427,11,803841,25,95.6,93.7,93.7
"345","nation","England","E92000001","2021-08-09","90+",474485,435583,14,446104,6,435583,14,94,91.8,91.8
"346","nation","England","E92000001","2021-08-08","18_24",5273255,1181665,14403,3287028,4765,1181665,14403,62.3,22.4,22.4
"347","nation","England","E92000001","2021-08-08","25_29",4474620,1354185,27032,2741132,3004,1354185,27032,61.3,30.3,30.3
"348","nation","England","E92000001","2021-08-08","30_34",4772251,2084383,23809,3073769,2215,2084383,23809,64.4,43.7,43.7
"349","nation","England","E92000001","2021-08-08","35_39",4525196,2475978,17406,3142828,1437,2475978,17406,69.5,54.7,54.7
"350","nation","England","E92000001","2021-08-08","40_44",4135655,2796575,5983,3123604,843,2796575,5983,75.5,67.6,67.6
"351","nation","England","E92000001","2021-08-08","45_49",4007808,3032707,3344,3261143,570,3032707,3344,81.4,75.7,75.7
"352","nation","England","E92000001","2021-08-08","50_54",4231060,3492298,989,3643055,378,3492298,989,86.1,82.5,82.5
"353","nation","England","E92000001","2021-08-08","55_59",4079586,3484397,655,3613855,247,3484397,655,88.6,85.4,85.4
"354","nation","England","E92000001","2021-08-08","60_64",3451083,3029994,316,3121151,114,3029994,316,90.4,87.8,87.8
"355","nation","England","E92000001","2021-08-08","65_69",2888878,2621034,148,2668288,73,2621034,148,92.4,90.7,90.7
"356","nation","England","E92000001","2021-08-08","70_74",2867074,2675914,69,2710087,32,2675914,69,94.5,93.3,93.3
"357","nation","England","E92000001","2021-08-08","75_79",2070353,1954129,53,1977576,15,1954129,53,95.5,94.4,94.4
"358","nation","England","E92000001","2021-08-08","80_84",1427834,1341332,27,1365276,17,1341332,27,95.6,93.9,93.9
"359","nation","England","E92000001","2021-08-08","85_89",858022,803816,11,820416,5,803816,11,95.6,93.7,93.7
"360","nation","England","E92000001","2021-08-08","90+",474485,435569,10,446098,3,435569,10,94,91.8,91.8
"361","nation","England","E92000001","2021-08-07","18_24",5273255,1167262,31279,3282263,8489,1167262,31279,62.2,22.1,22.1
"362","nation","England","E92000001","2021-08-07","25_29",4474620,1327153,48203,2738128,5460,1327153,48203,61.2,29.7,29.7
"363","nation","England","E92000001","2021-08-07","30_34",4772251,2060574,46018,3071554,3970,2060574,46018,64.4,43.2,43.2
"364","nation","England","E92000001","2021-08-07","35_39",4525196,2458572,34300,3141391,2739,2458572,34300,69.4,54.3,54.3
"365","nation","England","E92000001","2021-08-07","40_44",4135655,2790592,13675,3122761,1549,2790592,13675,75.5,67.5,67.5
"366","nation","England","E92000001","2021-08-07","45_49",4007808,3029363,7479,3260573,1150,3029363,7479,81.4,75.6,75.6
"367","nation","England","E92000001","2021-08-07","50_54",4231060,3491309,2210,3642677,727,3491309,2210,86.1,82.5,82.5
"368","nation","England","E92000001","2021-08-07","55_59",4079586,3483742,1577,3613608,508,3483742,1577,88.6,85.4,85.4
"369","nation","England","E92000001","2021-08-07","60_64",3451083,3029678,856,3121037,324,3029678,856,90.4,87.8,87.8
"370","nation","England","E92000001","2021-08-07","65_69",2888878,2620886,411,2668215,161,2620886,411,92.4,90.7,90.7
"371","nation","England","E92000001","2021-08-07","70_74",2867074,2675845,194,2710055,80,2675845,194,94.5,93.3,93.3
"372","nation","England","E92000001","2021-08-07","75_79",2070353,1954076,124,1977561,55,1954076,124,95.5,94.4,94.4
"373","nation","England","E92000001","2021-08-07","80_84",1427834,1341305,70,1365259,24,1341305,70,95.6,93.9,93.9
"374","nation","England","E92000001","2021-08-07","85_89",858022,803805,40,820411,9,803805,40,95.6,93.7,93.7
"375","nation","England","E92000001","2021-08-07","90+",474485,435559,15,446095,1,435559,15,94,91.8,91.8
"376","nation","England","E92000001","2021-08-06","18_24",5273255,1135983,16150,3273774,7491,1135983,16150,62.1,21.5,21.5
"377","nation","England","E92000001","2021-08-06","25_29",4474620,1278950,32320,2732668,4686,1278950,32320,61.1,28.6,28.6
"378","nation","England","E92000001","2021-08-06","30_34",4772251,2014556,38189,3067584,3515,2014556,38189,64.3,42.2,42.2
"379","nation","England","E92000001","2021-08-06","35_39",4525196,2424272,29048,3138652,2534,2424272,29048,69.4,53.6,53.6
"380","nation","England","E92000001","2021-08-06","40_44",4135655,2776917,11938,3121212,1424,2776917,11938,75.5,67.1,67.1
"381","nation","England","E92000001","2021-08-06","45_49",4007808,3021884,6176,3259423,1001,3021884,6176,81.3,75.4,75.4
"382","nation","England","E92000001","2021-08-06","50_54",4231060,3489099,1851,3641950,625,3489099,1851,86.1,82.5,82.5
"383","nation","England","E92000001","2021-08-06","55_59",4079586,3482165,1237,3613100,447,3482165,1237,88.6,85.4,85.4
