"","areaType","areaName","areaCode","date","age","VaccineRegisterPopulationByVaccinationDate","cumPeopleVaccinatedCompleteByVaccinationDate","newPeopleVaccinatedCompleteByVaccinationDate","cumPeopleVaccinatedFirstDoseByVaccinationDate","newPeopleVaccinatedFirstDoseByVaccinationDate","cumPeopleVaccinatedSecondDoseByVaccinationDate","newPeopleVaccinatedSecondDoseByVaccinationDate","cumVaccinationFirstDoseUptakeByVaccinationDatePercentage","cumVaccinationCompleteCoverageByVaccinationDatePercentage","cumVaccinationSecondDoseUptakeByVaccinationDatePercentage"
"1073","nation","England","E92000001","2021-06-21","55_59",4079586,3368130,8243,3585303,562,3368130,8243,87.9,82.6,82.6
"1074","nation","England","E92000001","2021-06-21","60_64",3451083,2970608,2837,3104616,308,2970608,2837,90,86.1,86.1
"1075","nation","England","E92000001","2021-06-21","65_69",2888878,2592214,985,2659136,161,2592214,985,92,89.7,89.7
"1076","nation","England","E92000001","2021-06-21","70_74",2867074,2661407,418,2704969,79,2661407,418,94.3,92.8,92.8
"1077","nation","England","E92000001","2021-06-21","75_79",2070353,1945287,282,1974768,47,1945287,282,95.4,94,94
"1078","nation","England","E92000001","2021-06-21","80_84",1427834,1335657,171,1363595,24,1335657,171,95.5,93.5,93.5
"1079","nation","England","E92000001","2021-06-21","85_89",858022,799958,95,819479,16,799958,95,95.5,93.2,93.2
"1080","nation","England","E92000001","2021-06-21","90+",474485,433053,75,445614,11,433053,75,93.9,91.3,91.3
"1081","nation","England","E92000001","2021-06-20","18_24",5273255,738898,4532,1697746,67803,738898,4532,32.2,14,14
"1082","nation","England","E92000001","2021-06-20","25_29",4474620,783494,3775,2030846,44388,783494,3775,45.4,17.5,17.5
"1083","nation","England","E92000001","2021-06-20","30_34",4772251,967953,5554,2733952,13192,967953,5554,57.3,20.3,20.3
"1084","nation","England","E92000001","2021-06-20","35_39",4525196,1120451,9109,2928759,6732,1120451,9109,64.7,24.8,24.8
"1085","nation","England","E92000001","2021-06-20","40_44",4135655,1430886,11983,3015097,2682,1430886,11983,72.9,34.6,34.6
"1086","nation","England","E92000001","2021-06-20","45_49",4007808,1944766,21067,3187186,1786,1944766,21067,79.5,48.5,48.5
"1087","nation","England","E92000001","2021-06-20","50_54",4231060,3304113,11474,3600535,863,3304113,11474,85.1,78.1,78.1
"1088","nation","England","E92000001","2021-06-20","55_59",4079586,3359887,7928,3584741,581,3359887,7928,87.9,82.4,82.4
"1089","nation","England","E92000001","2021-06-20","60_64",3451083,2967771,2447,3104308,299,2967771,2447,90,86,86
"1090","nation","England","E92000001","2021-06-20","65_69",2888878,2591229,677,2658975,156,2591229,677,92,89.7,89.7
"1091","nation","England","E92000001","2021-06-20","70_74",2867074,2660989,247,2704890,78,2660989,247,94.3,92.8,92.8
"1092","nation","England","E92000001","2021-06-20","75_79",2070353,1945005,161,1974721,42,1945005,161,95.4,93.9,93.9
"1093","nation","England","E92000001","2021-06-20","80_84",1427834,1335486,91,1363571,24,1335486,91,95.5,93.5,93.5
"1094","nation","England","E92000001","2021-06-20","85_89",858022,799863,53,819463,12,799863,53,95.5,93.2,93.2
"1095","nation","England","E92000001","2021-06-20","90+",474485,432978,34,445603,11,432978,34,93.9,91.3,91.3
"1096","nation","England","E92000001","2021-06-19","18_24",5273255,734366,10507,1629943,117061,734366,10507,30.9,13.9,13.9
"1097","nation","England","E92000001","2021-06-19","25_29",4474620,779719,10426,1986458,80651,779719,10426,44.4,17.4,17.4
"1098","nation","England","E92000001","2021-06-19","30_34",4772251,962399,15097,2720760,27419,962399,15097,57,20.2,20.2
"1099","nation","England","E92000001","2021-06-19","35_39",4525196,1111342,20719,2922027,14779,1111342,20719,64.6,24.6,24.6
"1100","nation","England","E92000001","2021-06-19","40_44",4135655,1418903,33829,3012415,5835,1418903,33829,72.8,34.3,34.3
"1101","nation","England","E92000001","2021-06-19","45_49",4007808,1923699,47346,3185400,3989,1923699,47346,79.5,48,48
"1102","nation","England","E92000001","2021-06-19","50_54",4231060,3292639,30836,3599672,1884,3292639,30836,85.1,77.8,77.8
"1103","nation","England","E92000001","2021-06-19","55_59",4079586,3351959,19845,3584160,1338,3351959,19845,87.9,82.2,82.2
"1104","nation","England","E92000001","2021-06-19","60_64",3451083,2965324,6443,3104009,727,2965324,6443,89.9,85.9,85.9
"1105","nation","England","E92000001","2021-06-19","65_69",2888878,2590552,2098,2658819,356,2590552,2098,92,89.7,89.7
"1106","nation","England","E92000001","2021-06-19","70_74",2867074,2660742,841,2704812,194,2660742,841,94.3,92.8,92.8
"1107","nation","England","E92000001","2021-06-19","75_79",2070353,1944844,463,1974679,107,1944844,463,95.4,93.9,93.9
"1108","nation","England","E92000001","2021-06-19","80_84",1427834,1335395,254,1363547,53,1335395,254,95.5,93.5,93.5
"1109","nation","England","E92000001","2021-06-19","85_89",858022,799810,159,819451,30,799810,159,95.5,93.2,93.2
"1110","nation","England","E92000001","2021-06-19","90+",474485,432944,90,445592,16,432944,90,93.9,91.2,91.2
"1111","nation","England","E92000001","2021-06-18","18_24",5273255,723859,8001,1512882,74844,723859,8001,28.7,13.7,13.7
"1112","nation","England","E92000001","2021-06-18","25_29",4474620,769293,7857,1905807,71477,769293,7857,42.6,17.2,17.2
"1113","nation","England","E92000001","2021-06-18","30_34",4772251,947302,12017,2693341,25298,947302,12017,56.4,19.9,19.9
"1114","nation","England","E92000001","2021-06-18","35_39",4525196,1090623,17008,2907248,12715,1090623,17008,64.2,24.1,24.1
"1115","nation","England","E92000001","2021-06-18","40_44",4135655,1385074,25572,3006580,4757,1385074,25572,72.7,33.5,33.5
"1116","nation","England","E92000001","2021-06-18","45_49",4007808,1876353,37744,3181411,3008,1876353,37744,79.4,46.8,46.8
"1117","nation","England","E92000001","2021-06-18","50_54",4231060,3261803,27962,3597788,1306,3261803,27962,85,77.1,77.1
"1118","nation","England","E92000001","2021-06-18","55_59",4079586,3332114,17682,3582822,1062,3332114,17682,87.8,81.7,81.7
"1119","nation","England","E92000001","2021-06-18","60_64",3451083,2958881,5696,3103282,567,2958881,5696,89.9,85.7,85.7
"1120","nation","England","E92000001","2021-06-18","65_69",2888878,2588454,1940,2658463,285,2588454,1940,92,89.6,89.6
"1121","nation","England","E92000001","2021-06-18","70_74",2867074,2659901,785,2704618,160,2659901,785,94.3,92.8,92.8
"1122","nation","England","E92000001","2021-06-18","75_79",2070353,1944381,469,1974572,117,1944381,469,95.4,93.9,93.9
"1123","nation","England","E92000001","2021-06-18","80_84",1427834,1335141,316,1363494,59,1335141,316,95.5,93.5,93.5
"1124","nation","England","E92000001","2021-06-18","85_89",858022,799651,247,819421,27,799651,247,95.5,93.2,93.2
"1125","nation","England","E92000001","2021-06-18","90+",474485,432854,176,445576,29,432854,176,93.9,91.2,91.2
"1126","nation","England","E92000001","2021-06-17","18_24",5273255,715858,9309,1438038,78054,715858,9309,27.3,13.6,13.6
"1127","nation","England","E92000001","2021-06-17","25_29",4474620,761436,9200,1834330,78145,761436,9200,41,17,17
"1128","nation","England","E92000001","2021-06-17","30_34",4772251,935285,11924,2668043,29696,935285,11924,55.9,19.6,19.6
"1129","nation","England","E92000001","2021-06-17","35_39",4525196,1073615,15544,2894533,14030,1073615,15544,64,23.7,23.7
"1130","nation","England","E92000001","2021-06-17","40_44",4135655,1359502,27864,3001823,4744,1359502,27864,72.6,32.9,32.9
"1131","nation","England","E92000001","2021-06-17","45_49",4007808,1838609,38851,3178403,3018,1838609,38851,79.3,45.9,45.9
"1132","nation","England","E92000001","2021-06-17","50_54",4231060,3233841,29013,3596482,1542,3233841,29013,85,76.4,76.4
"1133","nation","England","E92000001","2021-06-17","55_59",4079586,3314432,19240,3581760,1017,3314432,19240,87.8,81.2,81.2
"1134","nation","England","E92000001","2021-06-17","60_64",3451083,2953185,6351,3102715,636,2953185,6351,89.9,85.6,85.6
"1135","nation","England","E92000001","2021-06-17","65_69",2888878,2586514,2321,2658178,328,2586514,2321,92,89.5,89.5
"1136","nation","England","E92000001","2021-06-17","70_74",2867074,2659116,890,2704458,225,2659116,890,94.3,92.7,92.7
"1137","nation","England","E92000001","2021-06-17","75_79",2070353,1943912,569,1974455,103,1943912,569,95.4,93.9,93.9
"1138","nation","England","E92000001","2021-06-17","80_84",1427834,1334825,374,1363435,63,1334825,374,95.5,93.5,93.5
"1139","nation","England","E92000001","2021-06-17","85_89",858022,799404,263,819394,46,799404,263,95.5,93.2,93.2
"1140","nation","England","E92000001","2021-06-17","90+",474485,432678,178,445547,31,432678,178,93.9,91.2,91.2
"1141","nation","England","E92000001","2021-06-16","18_24",5273255,706549,9957,1359984,52900,706549,9957,25.8,13.4,13.4
"1142","nation","England","E92000001","2021-06-16","25_29",4474620,752236,8989,1756185,70523,752236,8989,39.2,16.8,16.8
"1143","nation","England","E92000001","2021-06-16","30_34",4772251,923361,12192,2638347,26080,923361,12192,55.3,19.3,19.3
"1144","nation","England","E92000001","2021-06-16","35_39",4525196,1058071,15463,2880503,11305,1058071,15463,63.7,23.4,23.4
"1145","nation","England","E92000001","2021-06-16","40_44",4135655,1331638,25687,2997079,4073,1331638,25687,72.5,32.2,32.2
"1146","nation","England","E92000001","2021-06-16","45_49",4007808,1799758,36756,3175385,2573,1799758,36756,79.2,44.9,44.9
"1147","nation","England","E92000001","2021-06-16","50_54",4231060,3204828,35001,3594940,1190,3204828,35001,85,75.7,75.7
"1148","nation","England","E92000001","2021-06-16","55_59",4079586,3295192,21819,3580743,928,3295192,21819,87.8,80.8,80.8
"1149","nation","England","E92000001","2021-06-16","60_64",3451083,2946834,7064,3102079,523,2946834,7064,89.9,85.4,85.4
"1150","nation","England","E92000001","2021-06-16","65_69",2888878,2584193,2379,2657850,266,2584193,2379,92,89.5,89.5
"1151","nation","England","E92000001","2021-06-16","70_74",2867074,2658226,957,2704233,192,2658226,957,94.3,92.7,92.7
"1152","nation","England","E92000001","2021-06-16","75_79",2070353,1943343,571,1974352,103,1943343,571,95.4,93.9,93.9
"1153","nation","England","E92000001","2021-06-16","80_84",1427834,1334451,347,1363372,73,1334451,347,95.5,93.5,93.5
"1154","nation","England","E92000001","2021-06-16","85_89",858022,799141,276,819348,29,799141,276,95.5,93.1,93.1
"1155","nation","England","E92000001","2021-06-16","90+",474485,432500,174,445516,24,432500,174,93.9,91.2,91.2
"1156","nation","England","E92000001","2021-06-15","18_24",5273255,696592,9113,1307084,32038,696592,9113,24.8,13.2,13.2
"1157","nation","England","E92000001","2021-06-15","25_29",4474620,743247,8771,1685662,67705,743247,8771,37.7,16.6,16.6
"1158","nation","England","E92000001","2021-06-15","30_34",4772251,911169,11428,2612267,28952,911169,11428,54.7,19.1,19.1
"1159","nation","England","E92000001","2021-06-15","35_39",4525196,1042608,13249,2869198,11707,1042608,13249,63.4,23,23
"1160","nation","England","E92000001","2021-06-15","40_44",4135655,1305951,20961,2993006,3980,1305951,20961,72.4,31.6,31.6
"1161","nation","England","E92000001","2021-06-15","45_49",4007808,1763002,33881,3172812,2481,1763002,33881,79.2,44,44
"1162","nation","England","E92000001","2021-06-15","50_54",4231060,3169827,38675,3593750,1211,3169827,38675,84.9,74.9,74.9
"1163","nation","England","E92000001","2021-06-15","55_59",4079586,3273373,23295,3579815,870,3273373,23295,87.7,80.2,80.2
"1164","nation","England","E92000001","2021-06-15","60_64",3451083,2939770,7485,3101556,449,2939770,7485,89.9,85.2,85.2
"1165","nation","England","E92000001","2021-06-15","65_69",2888878,2581814,2325,2657584,250,2581814,2325,92,89.4,89.4
"1166","nation","England","E92000001","2021-06-15","70_74",2867074,2657269,913,2704041,146,2657269,913,94.3,92.7,92.7
"1167","nation","England","E92000001","2021-06-15","75_79",2070353,1942772,539,1974249,98,1942772,539,95.4,93.8,93.8
"1168","nation","England","E92000001","2021-06-15","80_84",1427834,1334104,336,1363299,71,1334104,336,95.5,93.4,93.4
"1169","nation","England","E92000001","2021-06-15","85_89",858022,798865,269,819319,31,798865,269,95.5,93.1,93.1
"1170","nation","England","E92000001","2021-06-15","90+",474485,432326,161,445492,24,432326,161,93.9,91.1,91.1
"1171","nation","England","E92000001","2021-06-14","18_24",5273255,687479,8435,1275046,14128,687479,8435,24.2,13,13
"1172","nation","England","E92000001","2021-06-14","25_29",4474620,734476,8178,1617957,50520,734476,8178,36.2,16.4,16.4
"1173","nation","England","E92000001","2021-06-14","30_34",4772251,899741,9979,2583315,26175,899741,9979,54.1,18.9,18.9
"1174","nation","England","E92000001","2021-06-14","35_39",4525196,1029359,12027,2857491,10296,1029359,12027,63.1,22.7,22.7
"1175","nation","England","E92000001","2021-06-14","40_44",4135655,1284990,18088,2989026,3252,1284990,18088,72.3,31.1,31.1
"1176","nation","England","E92000001","2021-06-14","45_49",4007808,1729121,30000,3170331,2007,1729121,30000,79.1,43.1,43.1
"1177","nation","England","E92000001","2021-06-14","50_54",4231060,3131152,39465,3592539,891,3131152,39465,84.9,74,74
"1178","nation","England","E92000001","2021-06-14","55_59",4079586,3250078,26812,3578945,738,3250078,26812,87.7,79.7,79.7
"1179","nation","England","E92000001","2021-06-14","60_64",3451083,2932285,6969,3101107,357,2932285,6969,89.9,85,85
"1180","nation","England","E92000001","2021-06-14","65_69",2888878,2579489,1940,2657334,185,2579489,1940,92,89.3,89.3
"1181","nation","England","E92000001","2021-06-14","70_74",2867074,2656356,734,2703895,119,2656356,734,94.3,92.7,92.7
"1182","nation","England","E92000001","2021-06-14","75_79",2070353,1942233,387,1974151,67,1942233,387,95.4,93.8,93.8
"1183","nation","England","E92000001","2021-06-14","80_84",1427834,1333768,259,1363228,47,1333768,259,95.5,93.4,93.4
"1184","nation","England","E92000001","2021-06-14","85_89",858022,798596,160,819288,25,798596,160,95.5,93.1,93.1
"1185","nation","England","E92000001","2021-06-14","90+",474485,432165,128,445468,19,432165,128,93.9,91.1,91.1
"1186","nation","England","E92000001","2021-06-13","18_24",5273255,679044,6874,1260918,22895,679044,6874,23.9,12.9,12.9
"1187","nation","England","E92000001","2021-06-13","25_29",4474620,726298,6759,1567437,50459,726298,6759,35,16.2,16.2
"1188","nation","England","E92000001","2021-06-13","30_34",4772251,889762,8625,2557140,30251,889762,8625,53.6,18.6,18.6
"1189","nation","England","E92000001","2021-06-13","35_39",4525196,1017332,10318,2847195,11840,1017332,10318,62.9,22.5,22.5
"1190","nation","England","E92000001","2021-06-13","40_44",4135655,1266902,15762,2985774,3273,1266902,15762,72.2,30.6,30.6
"1191","nation","England","E92000001","2021-06-13","45_49",4007808,1699121,26650,3168324,2084,1699121,26650,79.1,42.4,42.4
"1192","nation","England","E92000001","2021-06-13","50_54",4231060,3091687,38520,3591648,868,3091687,38520,84.9,73.1,73.1
"1193","nation","England","E92000001","2021-06-13","55_59",4079586,3223266,27898,3578207,606,3223266,27898,87.7,79,79
"1194","nation","England","E92000001","2021-06-13","60_64",3451083,2925316,7631,3100750,302,2925316,7631,89.8,84.8,84.8
"1195","nation","England","E92000001","2021-06-13","65_69",2888878,2577549,1555,2657149,143,2577549,1555,92,89.2,89.2
"1196","nation","England","E92000001","2021-06-13","70_74",2867074,2655622,517,2703776,76,2655622,517,94.3,92.6,92.6
"1197","nation","England","E92000001","2021-06-13","75_79",2070353,1941846,296,1974084,55,1941846,296,95.4,93.8,93.8
"1198","nation","England","E92000001","2021-06-13","80_84",1427834,1333509,147,1363181,37,1333509,147,95.5,93.4,93.4
"1199","nation","England","E92000001","2021-06-13","85_89",858022,798436,112,819263,13,798436,112,95.5,93.1,93.1
"1200","nation","England","E92000001","2021-06-13","90+",474485,432037,63,445449,8,432037,63,93.9,91.1,91.1
"1201","nation","England","E92000001","2021-06-12","18_24",5273255,672170,12382,1238023,49177,672170,12382,23.5,12.7,12.7
"1202","nation","England","E92000001","2021-06-12","25_29",4474620,719539,11584,1516978,88403,719539,11584,33.9,16.1,16.1
"1203","nation","England","E92000001","2021-06-12","30_34",4772251,881137,15004,2526889,53964,881137,15004,52.9,18.5,18.5
"1204","nation","England","E92000001","2021-06-12","35_39",4525196,1007014,18985,2835355,23196,1007014,18985,62.7,22.3,22.3
"1205","nation","England","E92000001","2021-06-12","40_44",4135655,1251140,30481,2982501,6476,1251140,30481,72.1,30.3,30.3
"1206","nation","England","E92000001","2021-06-12","45_49",4007808,1672471,49245,3166240,4164,1672471,49245,79,41.7,41.7
"1207","nation","England","E92000001","2021-06-12","50_54",4231060,3053167,68777,3590780,1943,3053167,68777,84.9,72.2,72.2
"1208","nation","England","E92000001","2021-06-12","55_59",4079586,3195368,51007,3577601,1442,3195368,51007,87.7,78.3,78.3
"1209","nation","England","E92000001","2021-06-12","60_64",3451083,2917685,15450,3100448,744,2917685,15450,89.8,84.5,84.5
"1210","nation","England","E92000001","2021-06-12","65_69",2888878,2575994,3436,2657006,353,2575994,3436,92,89.2,89.2
"1211","nation","England","E92000001","2021-06-12","70_74",2867074,2655105,1095,2703700,204,2655105,1095,94.3,92.6,92.6
"1212","nation","England","E92000001","2021-06-12","75_79",2070353,1941550,579,1974029,108,1941550,579,95.3,93.8,93.8
"1213","nation","England","E92000001","2021-06-12","80_84",1427834,1333362,366,1363144,60,1333362,366,95.5,93.4,93.4
"1214","nation","England","E92000001","2021-06-12","85_89",858022,798324,225,819250,45,798324,225,95.5,93,93
"1215","nation","England","E92000001","2021-06-12","90+",474485,431974,110,445441,14,431974,110,93.9,91,91
"1216","nation","England","E92000001","2021-06-11","18_24",5273255,659788,10097,1188846,25302,659788,10097,22.5,12.5,12.5
"1217","nation","England","E92000001","2021-06-11","25_29",4474620,707955,10477,1428575,64815,707955,10477,31.9,15.8,15.8
"1218","nation","England","E92000001","2021-06-11","30_34",4772251,866133,13492,2472925,51852,866133,13492,51.8,18.1,18.1
"1219","nation","England","E92000001","2021-06-11","35_39",4525196,988029,16488,2812159,21197,988029,16488,62.1,21.8,21.8
"1220","nation","England","E92000001","2021-06-11","40_44",4135655,1220659,25920,2976025,5799,1220659,25920,72,29.5,29.5
"1221","nation","England","E92000001","2021-06-11","45_49",4007808,1623226,40271,3162076,3486,1623226,40271,78.9,40.5,40.5
"1222","nation","England","E92000001","2021-06-11","50_54",4231060,2984390,62552,3588837,1573,2984390,62552,84.8,70.5,70.5
"1223","nation","England","E92000001","2021-06-11","55_59",4079586,3144361,48701,3576159,1137,3144361,48701,87.7,77.1,77.1
"1224","nation","England","E92000001","2021-06-11","60_64",3451083,2902235,13917,3099704,568,2902235,13917,89.8,84.1,84.1
"1225","nation","England","E92000001","2021-06-11","65_69",2888878,2572558,3463,2656653,365,2572558,3463,92,89.1,89.1
"1226","nation","England","E92000001","2021-06-11","70_74",2867074,2654010,1085,2703496,195,2654010,1085,94.3,92.6,92.6
"1227","nation","England","E92000001","2021-06-11","75_79",2070353,1940971,568,1973921,124,1940971,568,95.3,93.8,93.8
"1228","nation","England","E92000001","2021-06-11","80_84",1427834,1332996,406,1363084,80,1332996,406,95.5,93.4,93.4
"1229","nation","England","E92000001","2021-06-11","85_89",858022,798099,292,819205,36,798099,292,95.5,93,93
"1230","nation","England","E92000001","2021-06-11","90+",474485,431864,186,445427,21,431864,186,93.9,91,91
"1231","nation","England","E92000001","2021-06-10","18_24",5273255,649691,10376,1163544,23346,649691,10376,22.1,12.3,12.3
"1232","nation","England","E92000001","2021-06-10","25_29",4474620,697478,9903,1363760,66105,697478,9903,30.5,15.6,15.6
"1233","nation","England","E92000001","2021-06-10","30_34",4772251,852641,13426,2421073,51547,852641,13426,50.7,17.9,17.9
"1234","nation","England","E92000001","2021-06-10","35_39",4525196,971541,17111,2790962,20677,971541,17111,61.7,21.5,21.5
"1235","nation","England","E92000001","2021-06-10","40_44",4135655,1194739,26134,2970226,5443,1194739,26134,71.8,28.9,28.9
"1236","nation","England","E92000001","2021-06-10","45_49",4007808,1582955,40124,3158590,3359,1582955,40124,78.8,39.5,39.5
"1237","nation","England","E92000001","2021-06-10","50_54",4231060,2921838,61058,3587264,1496,2921838,61058,84.8,69.1,69.1
"1238","nation","England","E92000001","2021-06-10","55_59",4079586,3095660,49147,3575022,1119,3095660,49147,87.6,75.9,75.9
"1239","nation","England","E92000001","2021-06-10","60_64",3451083,2888318,15168,3099136,677,2888318,15168,89.8,83.7,83.7
"1240","nation","England","E92000001","2021-06-10","65_69",2888878,2569095,3903,2656288,380,2569095,3903,91.9,88.9,88.9
"1241","nation","England","E92000001","2021-06-10","70_74",2867074,2652925,1301,2703301,229,2652925,1301,94.3,92.5,92.5
"1242","nation","England","E92000001","2021-06-10","75_79",2070353,1940403,803,1973797,123,1940403,803,95.3,93.7,93.7
"1243","nation","England","E92000001","2021-06-10","80_84",1427834,1332590,464,1363004,74,1332590,464,95.5,93.3,93.3
"1244","nation","England","E92000001","2021-06-10","85_89",858022,797807,356,819169,51,797807,356,95.5,93,93
"1245","nation","England","E92000001","2021-06-10","90+",474485,431678,240,445406,35,431678,240,93.9,91,91
"1246","nation","England","E92000001","2021-06-09","18_24",5273255,639315,9619,1140198,19385,639315,9619,21.6,12.1,12.1
"1247","nation","England","E92000001","2021-06-09","25_29",4474620,687575,9759,1297655,53528,687575,9759,29,15.4,15.4
"1248","nation","England","E92000001","2021-06-09","30_34",4772251,839215,12504,2369526,46369,839215,12504,49.7,17.6,17.6
"1249","nation","England","E92000001","2021-06-09","35_39",4525196,954430,14730,2770285,18410,954430,14730,61.2,21.1,21.1
"1250","nation","England","E92000001","2021-06-09","40_44",4135655,1168605,23946,2964783,5065,1168605,23946,71.7,28.3,28.3
"1251","nation","England","E92000001","2021-06-09","45_49",4007808,1542831,37759,3155231,3041,1542831,37759,78.7,38.5,38.5
"1252","nation","England","E92000001","2021-06-09","50_54",4231060,2860780,65467,3585768,1407,2860780,65467,84.7,67.6,67.6
"1253","nation","England","E92000001","2021-06-09","55_59",4079586,3046513,55998,3573903,1103,3046513,55998,87.6,74.7,74.7
"1254","nation","England","E92000001","2021-06-09","60_64",3451083,2873150,16083,3098459,650,2873150,16083,89.8,83.3,83.3
"1255","nation","England","E92000001","2021-06-09","65_69",2888878,2565192,4014,2655908,337,2565192,4014,91.9,88.8,88.8
"1256","nation","England","E92000001","2021-06-09","70_74",2867074,2651624,1306,2703072,202,2651624,1306,94.3,92.5,92.5
"1257","nation","England","E92000001","2021-06-09","75_79",2070353,1939600,796,1973674,108,1939600,796,95.3,93.7,93.7
"1258","nation","England","E92000001","2021-06-09","80_84",1427834,1332126,512,1362930,80,1332126,512,95.5,93.3,93.3
"1259","nation","England","E92000001","2021-06-09","85_89",858022,797451,328,819118,47,797451,328,95.5,92.9,92.9
"1260","nation","England","E92000001","2021-06-09","90+",474485,431438,281,445371,21,431438,281,93.9,90.9,90.9
"1261","nation","England","E92000001","2021-06-08","18_24",5273255,629696,9154,1120813,11333,629696,9154,21.3,11.9,11.9
"1262","nation","England","E92000001","2021-06-08","25_29",4474620,677816,8955,1244127,23106,677816,8955,27.8,15.1,15.1
"1263","nation","England","E92000001","2021-06-08","30_34",4772251,826711,11932,2323157,43859,826711,11932,48.7,17.3,17.3
"1264","nation","England","E92000001","2021-06-08","35_39",4525196,939700,13490,2751875,16674,939700,13490,60.8,20.8,20.8
"1265","nation","England","E92000001","2021-06-08","40_44",4135655,1144659,22861,2959718,4490,1144659,22861,71.6,27.7,27.7
"1266","nation","England","E92000001","2021-06-08","45_49",4007808,1505072,30715,3152190,2561,1505072,30715,78.7,37.6,37.6
"1267","nation","England","E92000001","2021-06-08","50_54",4231060,2795313,62779,3584361,1176,2795313,62779,84.7,66.1,66.1
"1268","nation","England","E92000001","2021-06-08","55_59",4079586,2990515,62747,3572800,850,2990515,62747,87.6,73.3,73.3
"1269","nation","England","E92000001","2021-06-08","60_64",3451083,2857067,17676,3097809,498,2857067,17676,89.8,82.8,82.8
"1270","nation","England","E92000001","2021-06-08","65_69",2888878,2561178,3801,2655571,282,2561178,3801,91.9,88.7,88.7
"1271","nation","England","E92000001","2021-06-08","70_74",2867074,2650318,1201,2702870,183,2650318,1201,94.3,92.4,92.4
"1272","nation","England","E92000001","2021-06-08","75_79",2070353,1938804,709,1973566,91,1938804,709,95.3,93.6,93.6
"1273","nation","England","E92000001","2021-06-08","80_84",1427834,1331614,464,1362850,49,1331614,464,95.4,93.3,93.3
"1274","nation","England","E92000001","2021-06-08","85_89",858022,797123,340,819071,33,797123,340,95.5,92.9,92.9
"1275","nation","England","E92000001","2021-06-08","90+",474485,431157,210,445350,26,431157,210,93.9,90.9,90.9
"1276","nation","England","E92000001","2021-06-07","18_24",5273255,620542,7501,1109480,7597,620542,7501,21,11.8,11.8
"1277","nation","England","E92000001","2021-06-07","25_29",4474620,668861,7507,1221021,10826,668861,7507,27.3,14.9,14.9
"1278","nation","England","E92000001","2021-06-07","30_34",4772251,814779,9387,2279298,41260,814779,9387,47.8,17.1,17.1
"1279","nation","England","E92000001","2021-06-07","35_39",4525196,926210,11195,2735201,15256,926210,11195,60.4,20.5,20.5
"1280","nation","England","E92000001","2021-06-07","40_44",4135655,1121798,18176,2955228,3815,1121798,18176,71.5,27.1,27.1
"1281","nation","England","E92000001","2021-06-07","45_49",4007808,1474357,24378,3149629,2252,1474357,24378,78.6,36.8,36.8
"1282","nation","England","E92000001","2021-06-07","50_54",4231060,2732534,62265,3583185,984,2732534,62265,84.7,64.6,64.6
"1283","nation","England","E92000001","2021-06-07","55_59",4079586,2927768,70042,3571950,784,2927768,70042,87.6,71.8,71.8
"1284","nation","England","E92000001","2021-06-07","60_64",3451083,2839391,18696,3097311,391,2839391,18696,89.7,82.3,82.3
"1285","nation","England","E92000001","2021-06-07","65_69",2888878,2557377,3232,2655289,221,2557377,3232,91.9,88.5,88.5
"1286","nation","England","E92000001","2021-06-07","70_74",2867074,2649117,956,2702687,118,2649117,956,94.3,92.4,92.4
"1287","nation","England","E92000001","2021-06-07","75_79",2070353,1938095,511,1973475,82,1938095,511,95.3,93.6,93.6
"1288","nation","England","E92000001","2021-06-07","80_84",1427834,1331150,304,1362801,36,1331150,304,95.4,93.2,93.2
"1289","nation","England","E92000001","2021-06-07","85_89",858022,796783,210,819038,20,796783,210,95.5,92.9,92.9
"1290","nation","England","E92000001","2021-06-07","90+",474485,430947,164,445324,12,430947,164,93.9,90.8,90.8
"1291","nation","England","E92000001","2021-06-06","18_24",5273255,613041,6983,1101883,11421,613041,6983,20.9,11.6,11.6
"1292","nation","England","E92000001","2021-06-06","25_29",4474620,661354,6766,1210195,15977,661354,6766,27,14.8,14.8
"1293","nation","England","E92000001","2021-06-06","30_34",4772251,805392,8308,2238038,47162,805392,8308,46.9,16.9,16.9
"1294","nation","England","E92000001","2021-06-06","35_39",4525196,915015,9722,2719945,15611,915015,9722,60.1,20.2,20.2
"1295","nation","England","E92000001","2021-06-06","40_44",4135655,1103622,16416,2951413,3964,1103622,16416,71.4,26.7,26.7
"1296","nation","England","E92000001","2021-06-06","45_49",4007808,1449979,25831,3147377,2327,1449979,25831,78.5,36.2,36.2
"1297","nation","England","E92000001","2021-06-06","50_54",4231060,2670269,59979,3582201,949,2670269,59979,84.7,63.1,63.1
"1298","nation","England","E92000001","2021-06-06","55_59",4079586,2857726,60999,3571166,693,2857726,60999,87.5,70,70
"1299","nation","England","E92000001","2021-06-06","60_64",3451083,2820695,18468,3096920,403,2820695,18468,89.7,81.7,81.7
"1300","nation","England","E92000001","2021-06-06","65_69",2888878,2554145,2644,2655068,175,2554145,2644,91.9,88.4,88.4
"1301","nation","England","E92000001","2021-06-06","70_74",2867074,2648161,658,2702569,83,2648161,658,94.3,92.4,92.4
"1302","nation","England","E92000001","2021-06-06","75_79",2070353,1937584,329,1973393,46,1937584,329,95.3,93.6,93.6
"1303","nation","England","E92000001","2021-06-06","80_84",1427834,1330846,209,1362765,34,1330846,209,95.4,93.2,93.2
